Unnamed: 0,Unnamed: 1
סוג תקציב,
הוצאות,השקעות
68041,80030
68107,
68711,
70006,
70022,
70129,
70130,
70133,
70160,
70350,
70351,
70382,
70383,
70386,
70387,
70388,
70392,
70394,
70396,
70397,
70398,
70399,
70401,
70402,
70403,
70404,
70405,
70409,
70410,
70412,
70413,
70414,
70415,
70416,
70417,
70441,
70475,
70490,
70496,
70497,
70498,
70499,
70631,
71500,
72400,
72404,
80030,
